epoch,train_loss,val_loss
1,0.06802204037085176,0.04784787545601527
2,0.04776878577346603,0.04767466162641843
3,0.04766501290723681,0.0476348044971625
4,0.04763486661637823,0.04766330793499947
5,0.04760936805978418,0.04756480480233828
6,0.047591537206123274,0.04756768296162287
7,0.04759176727384329,0.047556535651286445
8,0.04758008929590384,0.04755859250823657
9,0.04759083886941274,0.04756696596741676
10,0.047577583820869525,0.04753993799289068
11,0.04757446690152089,0.04754657099644343
12,0.04758709684635202,0.047548650701840715
13,0.04757437243436773,0.04759418517351151
14,0.04756960092733304,0.047539412726958594
15,0.047575281870861845,0.0475458025932312
16,0.04757594652473927,0.047529081751902895
17,0.04757650475949049,0.04757605493068695
18,0.0475730718113482,0.04761771063009898
19,0.04757395417739948,0.04755177100499471
20,0.047573358907053866,0.0475629781683286
21,0.04756687199696898,0.0475276085237662
22,0.04756484047199289,0.047541926304499306
23,0.047563104331493376,0.047552961359421414
24,0.04756929144884149,0.047552236914634706
25,0.047568505785117544,0.04753426909446716
26,0.047566917693863314,0.04754354655742645
27,0.04756804375598828,0.0475308783352375
28,0.04756544598688682,0.04757222558061282
29,0.047572035000969966,0.04753408928712209
30,0.04756814331437151,0.047533870488405225
31,0.04757116666684548,0.04752960229913394
32,0.047569034279634555,0.04754574125011762
33,0.047567042801529166,0.0475520504017671
34,0.04757379116490483,0.047538555165131884
35,0.04756305084253351,0.04752962663769722
36,0.047724876863261066,0.04763034954667091
37,0.04757476408655445,0.04752907678484917
38,0.04756383228426178,0.0475660947461923
39,0.047566580089430016,0.04753985454638799
40,0.04756398918107152,0.0475310169160366
41,0.0475614703570803,0.04753117387493452
