epoch,train_loss
1,7335.765245225694
2,7298.262125651042
3,7296.605224609375
4,7296.319851345486
5,7296.610107421875
6,7296.301920572917
7,7296.246554904514
8,7296.219373914931
9,7296.080295138889
10,7296.559190538194
11,7296.447781032986
12,7296.099582248264
13,7296.275092230902
14,7296.060275607639
15,7295.055013020833
16,7292.948296440973
17,7287.142957899306
18,7285.808539496527
19,7284.286512586806
20,7279.551866319444
21,7276.704861111111
22,7276.321343315973
23,7276.297444661458
24,7276.276692708333
25,7276.327880859375
26,7276.308322482639
27,7276.316867404514
28,7276.206000434027
29,7276.376573350694
30,7276.589870876736
31,7276.598090277777
32,7276.330973307292
33,7276.593967013889
34,7276.315158420139
35,7276.553304036458
36,7276.749484592014
37,7276.0234375
38,7276.500325520833
39,7276.270345052083
40,7276.207004123264
41,7276.415690104167
42,7276.339789496527
43,7276.196044921875
44,7276.2216796875
45,7276.383192274306
46,7276.335340711806
47,7276.22900390625
48,7276.474636501736
49,7276.311197916667
50,7276.273193359375
51,7276.392578125
52,7276.212320963542
