epoch,train_loss
1,0.13317554423378575
2,0.06044853271709548
3,0.059100903984573155
4,0.058839435792631574
5,0.05851982989244991
6,0.058543755362431206
7,0.05870459270146158
8,0.05855779142843352
9,0.05828132666647434
10,0.05821224653886424
11,0.05797728937533167
12,0.05825692704982228
13,0.05804193806317118
14,0.05703800958063868
15,0.05889974017110136
16,0.058347735140058726
17,0.058284565806388855
18,0.058008044958114624
19,0.05799574115210109
20,0.058099334645602435
21,0.057616528744498886
22,0.057306620188885264
23,0.05600172612402174
24,0.05328268185257912
25,0.05252723706265291
26,0.05217673070728779
27,0.05208967129389445
28,0.05181224726968341
29,0.05092589743435383
30,0.049103269146548376
31,0.048701224020785756
32,0.048570129813419446
33,0.04844926235576471
34,0.048420686481727496
35,0.0483353299399217
36,0.04836222488019201
37,0.048323196876380176
38,0.048363501413000956
39,0.04832563859721025
40,0.04843695730798774
41,0.048376051088174186
42,0.04826655238866806
43,0.04823893143071069
44,0.0482896545694934
45,0.04824702793525325
46,0.04824960231781006
47,0.04823680408298969
48,0.048185376450419426
49,0.04827212562991513
50,0.048235654623972044
51,0.048143599182367325
52,0.0481667924258444
53,0.048159043201141886
54,0.04816510693894492
55,0.048229969210094877
56,0.04834753047260973
57,0.04815556150343683
58,0.048166807947887316
59,0.04813107434246275
60,0.04811375733051035
61,0.04811636358499527
62,0.04810301400721073
63,0.04812826940582858
64,0.04804699888659848
65,0.048150299944811396
66,0.04834543541073799
67,0.0481099302156104
68,0.04804210364818573
69,0.04801069924400912
70,0.047994340459505715
71,0.04801394335097737
72,0.048053352162241936
73,0.048143227481179766
74,0.048084500142269664
75,0.048131253777278796
76,0.04803278628322813
77,0.048015311981240906
78,0.048035210826330714
79,0.04795650682515568
80,0.04794172156188223
81,0.047918338121639356
82,0.04795259257985486
83,0.047994015738368034
84,0.04798430059519079
85,0.047997362497780055
86,0.047953844277395144
87,0.04788323077890608
88,0.04789915246268114
89,0.04796670666999287
90,0.04794903761810727
91,0.0479858737024996
92,0.0479212264633841
93,0.04787365367843045
94,0.047860203931728997
95,0.04789720041056474
96,0.04788037699957689
97,0.04784185501436392
98,0.04786677141156462
99,0.047803331166505814
100,0.047820517172416054
101,0.04780387112663852
102,0.04781383772691091
103,0.04783129836950037
104,0.04783751484420565
105,0.04780992596513695
106,0.04781069792807102
107,0.047790794322888054
108,0.0477868335114585
109,0.047774391455782786
110,0.047782003258665405
111,0.047720939541856446
112,0.047873818005124726
113,0.04796203080978659
114,0.04781084362831381
115,0.047815734106633395
116,0.04777717962861061
117,0.04774283514254623
118,0.0477295048120949
119,0.04772090953257349
120,0.04771159734163019
121,0.047716328874230385
122,0.04770713051160177
123,0.047642516179217234
124,0.04769731188813845
125,0.04768097628321913
126,0.04765141072372595
127,0.04762990565763579
128,0.04761455787552728
129,0.04767072594000234
130,0.047589943640761904
131,0.047617522378762565
132,0.04758024339874586
133,0.047573170314232506
134,0.047571816792090736
135,0.04756317329075602
136,0.0475772118402852
137,0.04757104338043266
138,0.04761660906175772
139,0.04753676657047537
140,0.047528964570826955
141,0.04754676462875472
142,0.04754282244377666
143,0.047533373865816325
144,0.04754022053546376
145,0.04748023715284136
146,0.047509167757299214
147,0.047500926380356155
148,0.047478658250636525
149,0.04747921952770816
150,0.04747940206693278
151,0.047463922243979245
152,0.047505570782555476
153,0.04748365365796619
154,0.04748071316215727
155,0.04750944963759846
156,0.04748234132097827
157,0.04744948819279671
158,0.04743933491408825
159,0.04742617884443866
160,0.047428229823708534
161,0.047267323773768216
162,0.047205768111679286
163,0.04679640382528305
164,0.04697537339395947
165,0.04549665976729658
166,0.04373552567429013
167,0.039700995923744306
168,0.034023643367820315
169,0.02627440614418851
170,0.014966219508399567
171,0.007905015437346365
172,0.011581954106481539
173,0.006267325616338187
174,0.004871104003137184
175,0.003970165969803929
176,0.0034754144596970743
177,0.0030277854142089686
178,0.0028177505074482826
179,0.0025792335315297046
180,0.0024234179484968386
181,0.002552462237266203
182,0.002244029530427522
183,0.0023266938644357854
184,0.002179775729827169
185,0.0020525465176130333
186,0.0019861969631165266
187,0.0019553949176851246
188,0.001893885039155268
189,0.001950846907372276
190,0.001952444578313993
191,0.001834404279684855
192,0.0018773947506108219
193,0.0018812908868615825
194,0.001798044139933255
195,0.001750090553994394
196,0.0016903759743500915
197,0.0017032798560750154
198,0.0016500801171383096
199,0.0016384304746881956
200,0.0015854106426963375
