epoch,train_loss,val_loss
1,0.06604558412606518,0.04778658847014109
2,0.04771813548480471,0.04762130578358968
3,0.04762469570462902,0.04758048554261526
4,0.04760719795400898,0.047553489357233046
5,0.04758694420258204,0.04754451264937719
6,0.0475744206768771,0.04754466861486435
7,0.04759068125858903,0.04753774454196294
8,0.04757436128954093,0.04756153399745623
9,0.047578716681649286,0.04753453756372134
10,0.04756962610408664,0.04758098423480987
11,0.047580661221096915,0.047533199687798816
12,0.04757062814508875,0.04753590474526088
13,0.04756607587138812,0.04757302328944206
14,0.047568264851967496,0.04753193656603495
15,0.04757340541109443,0.047528432806332906
16,0.04756937706843019,0.04754159723718961
17,0.04756976412609219,0.04753773932655652
18,0.04756771987304091,0.047541130085786185
19,0.04756579405317704,0.04753101219733556
20,0.047565096678833164,0.0475277471045653
21,0.047566688153892756,0.04753023187319438
22,0.047564829544474684,0.047531936317682266
23,0.047566765019049245,0.04753136336803436
24,0.047563718631863594,0.04752708598971367
25,0.04756471337750554,0.0475265197455883
26,0.04756552636002501,0.0475264402727286
27,0.047569696822514135,0.04754699965318044
28,0.04756847796961665,0.04753911222020785
29,0.04756779431675871,0.047538655002911885
30,0.04756072945892811,0.04752899905045827
31,0.04756706673651934,0.047531364609797795
32,0.047566325031220914,0.0475298340121905
33,0.04756085705012083,0.047538121789693834
34,0.047564366304626064,0.047530724108219145
35,0.0475678284962972,0.04752793163061142
36,0.0475597070530057,0.04752672662337621
37,0.04756396391118566,0.04752659946680069
38,0.0475631031828622,0.04754128356774648
39,0.04756981882577141,0.04753626137971878
40,0.047563230028996865,0.04753768195708593
41,0.047561948746442796,0.04753800133864085
42,0.04756493316963315,0.0475302167236805
43,0.047565115212152405,0.047531287123759584
44,0.04756520412241419,0.04753474916021029
45,0.047565470542758705,0.04754162232081095
46,0.04756324989721179,0.047526522229115166
